"Gene"	"Element"	"Class"
"2393_tnpA_CP000354.2"	"transposase"	"tnpA"
"109_rep21_7_rep(pWBG760)_GQ900473.1"	"plasmid"	"rep21"
"111_rep21_9_rep(pKH12)_EU168704.2"	"plasmid"	"rep21"
"112_rep21_10_rep(pKH14)_EU164802.1"	"plasmid"	"rep21"
"113_rep21_11_rep(pSA1308)_AB254848.1"	"plasmid"	"rep21"
"114_rep21_12_rep(pKH3)_AF151117.1"	"plasmid"	"rep21"
"135_repUS13__CDS1(pUSA01)_NC007790"	"plasmid"	"repUS13"
"227_pSL483_1__CP001137"	"plasmid"	"pSL483"
"1355_ISUnb4_LPNI01000100"	"ISUnb4"	"ISUnb4"
"1535_Tn916-orf20_KC414929"	"Tn916"	"Tn916-orf20"
"368_tnpA_KT364224.1"	"transposase"	"tnpA"
"94_rep20_3_rep(pTW20)_FN433597.1"	"plasmid"	"rep20"
"121_rep24_1_rep(pWBG745)_GQ900389.1"	"plasmid"	"rep24"
"2260_tniB_FP929140.1"	"tniB"	"tniB"
"1176_tnpA_DQ164214.1"	"transposase"	"tnpA"
"122_rep24_2_rep(pWBG749)_GQ900391.1"	"plasmid"	"rep24"
"17_rep5_2_rep(pN315)_AP003139"	"plasmid"	"rep5"
"45_rep8_2_repA(pEJ97-1)_AJ49170"	"plasmid"	"rep8"
"59_rep11_2_repA(pEF1071)_AF164559"	"plasmid"	"rep11"
"796_tnpA_AF133698.1"	"transposase"	"tnpA"
"83_rep19_2_rep(pSA1379)_NC007931"	"plasmid"	"rep19"
"84_rep19_3_CDS20(pSJH901)_CP000704"	"plasmid"	"rep19"
"86_rep19_5_rep(pWBG747)_GQ900399.1"	"plasmid"	"rep19"
"91_rep19_10_rep(pWBG746)_GQ900390.1"	"plasmid"	"rep19"
"1083_int2_CP002967.1"	"integrase"	"int2"
"1323_tnpA_GQ324957.1"	"transposase"	"tnpA"
"1594_int2_CP006632.1"	"integrase"	"int2"
"1637_tnpA_HM204990.1"	"transposase"	"tnpA"
"1797_tnpA_CBVQ010000068.1"	"transposase"	"tnpA"
"2561_tnpA_KP987215.1"	"transposase"	"tnpA"
"2763_tnpA_GQ919187.1"	"transposase"	"tnpA"
"333_tnpA_KP893385.1"	"transposase"	"tnpA"
"431_IS91_MSKG01000425.1"	"insertion_element_IS91"	"IS91"
"452_tnpA_AF052751.1"	"transposase"	"tnpA"
"571_tnpA_KX710093.1"	"transposase"	"tnpA"
"602_tnpA_AF491307.2"	"transposase"	"tnpA"
"642_tnpA-2_AJ877225.1"	"transposase"	"tnpA-2"
"710_tnpA_AY894752.1"	"transposase"	"tnpA"
"769_tnpA_KX029332.1"	"transposase"	"tnpA"
"866_tnpA_KT818596.1"	"transposase"	"tnpA"
"1151_IS621_NC009800"	"IS621"	"IS621"
"228_pYE854_1__AM905950"	"plasmid"	"pYE854"
"233_pENTAS02_1__CP003028"	"plasmid"	"pENTAS02"
"635_int2_AY509004.1"	"integrase"	"int2"
"329_tnpA_KC344543.1"	"transposase"	"tnpA"
"1565_tnpA_JX442974.1"	"transposase"	"tnpA"
"1860_tnpA1_JN648090.1"	"transposase"	"tnpA1"
"60_rep11_3_rep(pEFR)_AF511037"	"plasmid"	"rep11"
"87_rep19_6_ORF34(EDINA)_AP003089.1"	"plasmid"	"rep19"
"88_rep19_7_repA(SAP019A)_GQ900385.1"	"plasmid"	"rep19"
"89_rep19_8_repA(pWBG759)_GQ900401.1"	"plasmid"	"rep19"
"90_rep19_9_repA(AP071A)_GQ900485.1"	"plasmid"	"rep19"
"1116_tnpA_BBSJ01000031.1"	"transposase"	"tnpA"
"1715_IS91_MJIL01000013.1"	"insertion_element_IS91"	"IS91"
"1915_tnpA_CDAG01000005.1"	"transposase"	"tnpA"
"2648_tnpA_KF682462.1"	"transposase"	"tnpA"
"312_IS91_MSKG01000291.1"	"insertion_element_IS91"	"IS91"
"82_rep19_1_CDS45(pLEW6932)_NC009130"	"plasmid"	"rep19"
"947_tnpA_JX077110.1"	"transposase"	"tnpA"
"1764_tnpA_X97015.1"	"transposase"	"tnpA"
"1090_tnpA_13_KU665641.1"	"transposase"	"tnpA"
"1426_tnpA_KF445086.1"	"transposase"	"tnpA"
"1485_tnpA_KU666846.1"	"transposase"	"tnpA"
"1510_tnpA_KJ933392.1"	"transposase"	"tnpA"
"1644_tnpA_KX029332.1"	"transposase"	"tnpA"
"2374_tnpA_KX029332.1"	"transposase"	"tnpA"
"289_tnpA_KX029332.1"	"transposase"	"tnpA"
"334_IS91_MOIG01000044.1"	"insertion_element_IS91"	"IS91"
"574_tnpA_KT225462.1"	"transposase"	"tnpA"
"627_tnpA_JN983042.1"	"transposase"	"tnpA"
"825_tnpA_U66917.2"	"transposase"	"tnpA"
"830_tnpA_KF537631.1"	"transposase"	"tnpA"
"1933_IS91_MNFW01000015.1"	"insertion_element_IS91"	"IS91"
"1186_tnpA_AJ870469.1"	"transposase"	"tnpA"
"143_repUS21__rep(pWBG764)_GQ900468.1"	"plasmid"	"repUS21"
"350_tnpA_CCYY01000041.1"	"transposase"	"tnpA"
"1686_tnpA_AE014299.2"	"transposase"	"tnpA"
"2056_ISPbu1_AEPD01000037"	"ISPbu1"	"ISPbu1"
"1288_tnpA_DQ174113.1"	"transposase"	"tnpA"
"130_repUS8__ORF1(pOg32)_LOPPOG32"	"plasmid"	"repUS8"
"2760_tnpA_CDAE01000006.1"	"transposase"	"tnpA"
"559_tnpA_BX936398.1"	"transposase"	"tnpA"
"71_rep15_1_repA(pLW043)_AE017171"	"plasmid"	"rep15"
"1931_IS91_AM746676.1"	"insertion_element_IS91"	"IS91"
"2427_tnpA_KJ817377.1"	"transposase"	"tnpA"
"1022_tniA_CCES01000002.1"	"tniA"	"tniA"
"1032_IS292_L29283"	"IS292"	"IS292"
"1181_tnpA11_HG916826.1"	"transposase"	"tnpA11"
"2216_tnpA_KP893385.1"	"transposase"	"tnpA"
"2747_tnpA_Y13383.2"	"transposase"	"tnpA"
"70_rep14_3_ORF(pRI1)_EU327398"	"plasmid"	"rep14"
"106_rep21_4_repRC(pSK41)_AF051917.1"	"plasmid"	"rep21"
"1353_ISPvsp1_CAYW010000122"	"ISPvsp1"	"ISPvsp1"
"1358_ISBaba6_CP012155"	"ISBaba6"	"ISBaba6"
"2068_ISPrmu1_GL945017"	"ISPrmu1"	"ISPrmu1"
"1480_tnpA_AF086815.2"	"transposase"	"tnpA"
"1332_tnpA_AM491042.1"	"transposase"	"tnpA"
"1746_int2_CP000645.1"	"integrase"	"int2"
"1923_tnpA_JN106171.1"	"transposase"	"tnpA"
"2078_tnpA_EF118171.1"	"transposase"	"tnpA"
"2288_tnpA_CDAC01000056.1"	"transposase"	"tnpA"
"2338_tnpA_EF628291.1"	"transposase"	"tnpA"
"2500_tnpA_HE646882.2"	"transposase"	"tnpA"
"100_rep20_9_repA(SAP055A)_GQ900414.1"	"plasmid"	"rep20"
"24_rep7_1_repC(Cassette)_AB037671"	"plasmid"	"rep7"
"26_rep7_3_CDS1(pCW7)_J03323"	"plasmid"	"rep7"
"28_rep7_5_CDS1(pKC5b)_AF378372"	"plasmid"	"rep7"
"31_rep7_8_CDS4(pS194)_NC005564"	"plasmid"	"rep7"
"32_rep7_9_CDS3(pUSA02)_NC007791"	"plasmid"	"rep7"
"33_rep7_10_repC(pKH17)_NC_010284.1"	"plasmid"	"rep7"
"35_rep7_12_rep(SAP060B)_GQ900417.1"	"plasmid"	"rep7"
"41_rep7b_1_repJ(pC223)_NC_005243.1"	"plasmid"	"rep7b"
"58_rep11_1_repA(pB82)_AB178871"	"plasmid"	"rep11"
"95_rep20_4_repA(SAP102A)_GQ900496.1"	"plasmid"	"rep20"
"96_rep20_5_repA(pSK23)_GQ900491.1"	"plasmid"	"rep20"
"97_rep20_6_repA(SAP059A)_GQ900480.1"	"plasmid"	"rep20"
"98_rep20_7_repA(SAP074A)_GQ900426.1"	"plasmid"	"rep20"
"99_rep20_8_repA(SAP063A)_GQ900418.1"	"plasmid"	"rep20"
"36_rep7_13_rep(pSBK203)_U35036.1"	"plasmid"	"rep7"
"2770_tnpA_ISSod24_AE014300.1"	"transposase"	"tnpA"
"362_IS91_CP003742.1"	"insertion_element_IS91"	"IS91"
"2262_tniB_HG938355.1"	"tniB"	"tniB"
"42_rep7b_2_pVGA_NC_011605.1"	"plasmid"	"rep7b"
"1102_ISPvsp2_ALJQ01000002"	"ISPvsp2"	"ISPvsp2"
"1156_ISCrsp1_LGIP01000002"	"ISCR"	"ISCrsp1"
"102_rep20_11_repA(VRSAp)_AP003367"	"plasmid"	"rep20"
"136_repUS14__repA(VRSAp)_AP003367"	"plasmid"	"repUS14"
"145_repUS23__repA(SAP099B)_GQ900449.1"	"plasmid"	"repUS23"
"2070_IS26_LN794248.1"	"IS26"	"IS26"
"2548_tnpA_U75371.3"	"transposase"	"tnpA"
"25_rep7_2_CDS2(pC221)_NC002129"	"plasmid"	"rep7"
"34_rep7_11_repD(pTZ4)_NC010111.1"	"plasmid"	"rep7"
"93_rep20_2_repA(pWBG753)_GQ900395.1"	"plasmid"	"rep20"
"1999_Tn916-orf13_KC414929"	"Tn916"	"Tn916-orf13"
"30_rep7_7_rep(pKH7)_NC002096"	"plasmid"	"rep7"
"43_rep7b_3_SAP089A_GQ900440.1"	"plasmid"	"rep7b"
"712_tnpA_EU850412.1"	"transposase"	"tnpA"
"80_rep18_1_repA(p200B)_AB158402"	"plasmid"	"rep18"
"834_tnpA_AB262966.1"	"transposase"	"tnpA"
"1932_IS91_CELV01000241.1"	"insertion_element_IS91"	"IS91"
"2031_tnpA_JIDO01000087.1"	"transposase"	"tnpA"
"20_rep5_5_rep(pRJ6)_AF241888.2"	"plasmid"	"rep5"
"2438_tniB_CCRH01000002.1"	"tniB"	"tniB"
"2529_tnpA_EU402605.1"	"transposase"	"tnpA"
"1475_tnpA_KR066794.1"	"transposase"	"tnpA"
"107_rep21_5_repRC(pGO1)_FM207042.1"	"plasmid"	"rep21"
"229_pIP32953_1__BX936400"	"pIP32953"	"pIP32953"
"2804_tniA_KM877517.1"	"tniA"	"tniA"
"322_IS91_LRKQ01000180.1"	"insertion_element_IS91"	"IS91"
"1146_tnpA_KP826704.1"	"transposase"	"tnpA"
"1486_tnpA_EF011038.1"	"transposase"	"tnpA"
"1667_tniB_AP014882.1"	"tniB"	"tniB"
"1986_tnpA_AE014299.2"	"transposase"	"tnpA"
"2248_tnpA_KU961660.2"	"transposase"	"tnpA"
"2284_tnpA_KP900016.1"	"transposase"	"tnpA"
"2308_tnpA_CCES01000010.1"	"transposase"	"tnpA"
"2802_tnpA2_HE578058.1"	"transposase"	"tnpA2"
"379_tnpA_KU743384.1"	"transposase"	"tnpA"
"562_tnpA_HE577112.1"	"transposase"	"tnpA"
"608_tnpA_AE014299.2"	"transposase"	"tnpA"
"65_rep13_3_rep(pWBG1773)_EF537646"	"plasmid"	"rep13"
"717_tnpA4_HE578058.1"	"transposase"	"tnpA4"
"750_tnpA_KX276209.1"	"transposase"	"tnpA"
"1586_IS91_LRLH01000146.1"	"insertion_element_IS91"	"IS91"
"473_tniB_U67194.4"	"tniB"	"tniB"
"1103_tniB_CP017646.1"	"tniB"	"tniB"
"131_repUS9__rep(pSK1)_AF203376"	"plasmid"	"repUS9"
"2036_tnpA_AY858559.1"	"transposase"	"tnpA"
"2718_tnpA1_CP003730.1"	"transposase"	"tnpA1"
"500_tniB_GQ406245.5"	"tniB"	"tniB"
"846_tnpA_HF545435.1"	"transposase"	"tnpA"
"1145_tniB_CCRM01000039.1"	"tniB"	"tniB"
"1985_tnpA_AY509004.1"	"transposase"	"tnpA"
"231_pIP31758(p59)_1_p59_CP000718"	"plasmid"	"pIP31758(p59)"
"1308_tnpA_HE971709.1"	"transposase"	"tnpA"
"2025_tniB_CP002194.1"	"tniB"	"tniB"
"2249_tnpA1_HG916853.1"	"transposase"	"tnpA1"
"1681_tnpA_AE014299.2"	"transposase"	"tnpA"
"965_tnpA_JQ364968.1"	"transposase"	"tnpA"
"1018_tniB_AM261760.1"	"tniB"	"tniB"
"1185_tniB_CBTR010000030.1"	"tniB"	"tniB"
"1266_tniB_EU306744.1"	"tniB"	"tniB"
"1271_tniB_CP002152.1"	"tniB"	"tniB"
"1409_tniB_AM993098.1"	"tniB"	"tniB"
"1513_tniB_AB063332.1"	"tniB"	"tniB"
"1694_tnpA_EF577044.1"	"transposase"	"tnpA"
"2239_tniB_AEEU01000268.1"	"tniB"	"tniB"
"230_pIP31758(p153)_1_p153_CP000719"	"plasmid"	"pIP31758(p153)"
"2801_tniB_KU254577.1"	"tniB"	"tniB"
"353_tniB_LN794248.1"	"tniB"	"tniB"
"439_tniB_GQ227991.1"	"tniB"	"tniB"
"951_tniB_JN106167.1"	"tniB"	"tniB"
"2772_tnpA_KF295828.1"	"transposase"	"tnpA"
"1539_tnpA_CCYR01000035.1"	"transposase"	"tnpA"
"2094_tnpA_AB220949.1"	"transposase"	"tnpA"
"2704_tnpA(IS5)_AJ698325.1"	"transposase"	"tnpA(IS5)"
"581_tnpA_CCYV01000085.1"	"transposase"	"tnpA"
"1751_int2_KM886863.1"	"integrase"	"int2"
"2439_tniB_CP000644.1"	"tniB"	"tniB"
"2792_tniB_AMFJ01009282.1"	"tniB"	"tniB"
"1976_tniB_AEWV01000009.1"	"tniB"	"tniB"
"2428_tniB_AGAZ01000061.1"	"tniB"	"tniB"
"960_tnpA_FN568063.1"	"transposase"	"tnpA"
"1265_tniB_CP000630.1"	"tniB"	"tniB"
"1317_tniB_AM236084.1"	"tniB"	"tniB"
"1318_tnpA1B1-ISLL6_LT599053.1"	"transposase"	"tnpA1B1-ISLL6"
"1321_tnpA_KX094555.1"	"transposase"	"tnpA"
"2585_IS91_MOIK01000173.1"	"insertion_element_IS91"	"IS91"
"352_tnpA_CYGQ01000002.1"	"transposase"	"tnpA"
"2192_tnpA_DQ303459.3"	"transposase"	"tnpA"
"1420_IS91_CP003742.1"	"insertion_element_IS91"	"IS91"
"1853_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"523_IS91_CP003742.1"	"insertion_element_IS91"	"IS91"
"711_tniB_ANGG01000400.1"	"tniB"	"tniB"
"197_p0111_1__AP010962"	"plasmid"	"p0111"
"2186_tnpA_HF953351.1"	"transposase"	"tnpA"
"1415_tniB_AECL01000076.1"	"tniB"	"tniB"
"2087_tnpA_CP002124.1"	"transposase"	"tnpA"
"2271_tnpA_EU850412.1"	"transposase"	"tnpA"
"2385_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"2794_tniB_CP003566.1"	"tniB"	"tniB"
"934_tnpA_AJ344068.1"	"transposase"	"tnpA"
"1000_tnpA_JQ364968.1"	"transposase"	"tnpA"
"1264_tnpA_AE014299.2"	"transposase"	"tnpA"
"1657_tnpA_EF059914.1"	"transposase"	"tnpA"
"1661_IS91_CP007037.1"	"insertion_element_IS91"	"IS91"
"2542_tniB_FP103042.2"	"tniB"	"tniB"
"772_IS91_CP002616.1"	"insertion_element_IS91"	"IS91"
"2259_tniA_JF262170.1"	"tniA"	"tniA"
"2742_tnpA_KR055667.1"	"transposase"	"tnpA"
"92_rep20_1_ORF1(EDINA)_AP003089"	"plasmid"	"rep20"
"1215_IS91_MOCQ01000095.1"	"insertion_element_IS91"	"IS91"
"187_IncFIB(pHCM2)_1_pHCM2_AL513384"	"plasmid"	"IncFIB(pHCM2)"
"367_qacEdelta_EU117158.1"	"qacEdelta"	"qacEdelta"
"1281_tnpA1_CAGD01000038.1"	"transposase"	"tnpA1"
"1509_tniB_AY305378.1"	"tniB"	"tniB"
"1609_int2_KT389472.1"	"integrase"	"int2"
"2247_tnpA_CP000645.1"	"transposase"	"tnpA"
"2541_tniB_CP002879.1"	"tniB"	"tniB"
"478_IS91_LGMW01000067.1"	"insertion_element_IS91"	"IS91"
"910_tnpA_AB854326.1"	"transposase"	"tnpA"
"1255_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"2504_tnpA_EU366287.1"	"transposase"	"tnpA"
"2564_tnpA_CDAG01000031.1"	"transposase"	"tnpA"
"2727_IS91_CP000267.1"	"insertion_element_IS91"	"IS91"
"266_Rep_1_pKPC-2_CP011573"	"plasmid"	"Rep"
"519_IS91_LGMW01000167.1"	"insertion_element_IS91"	"IS91"
"1147_tnpA_FQ311873.1"	"transposase"	"tnpA"
"16_rep5_1_rep(pMW2)_NC005011"	"plasmid"	"rep5"
"18_rep5_3_rep(pWBG752)_GQ900394.1"	"plasmid"	"rep5"
"19_rep5_4_rep(SAP047A)_GQ900405.1"	"plasmid"	"rep5"
"2097_tnpA_ISSod1__AAYX01000002.1"	"transposase"	"tnpA"
"556_tnpA_JX421697.1"	"transposase"	"tnpA"
"1276_IS91_CP000039.1"	"insertion_element_IS91"	"IS91"
"1992_tnpA_7_CP014358.1"	"transposase"	"tnpA"
"2115_IS91_CP017105.1"	"insertion_element_IS91"	"IS91"
"21_rep5_6_rep(pRJ9)_AF447813.1"	"plasmid"	"rep5"
"2523_tnpA1133_AY463797.8"	"transposase"	"tnpA1133"
"2709_tnpA_AGBU01000010.1"	"transposase"	"tnpA"
"2736_tnpA_CP006248.1"	"transposase"	"tnpA"
"351_tnpA_AB588180.1"	"transposase"	"tnpA"
"1291_IS91_AHIE01000006.1"	"insertion_element_IS91"	"IS91"
"15_rep4_3_ORF(pMBB1)_EFU26268"	"plasmid"	"rep4"
"1727_tnpA1_HG916826.1"	"transposase"	"tnpA1"
"1473_tnpA_AJ344068.1"	"transposase"	"tnpA"
"1867_IS91_CP003879.1"	"insertion_element_IS91"	"IS91"
"2521_tniB_KU549175.1"	"tniB"	"tniB"
"403_tnpA_AP014631.1"	"transposase"	"tnpA"
"723_tnpA_AF102990.1"	"transposase"	"tnpA"
"1404_IS91_CP003742.1"	"insertion_element_IS91"	"IS91"
"27_rep7_4_repD(pK214)_NC009751"	"plasmid"	"rep7"
"66_rep13_4_rep(pKH13)_NC010426.1"	"plasmid"	"rep13"
"2019_tniB_AB270530.1"	"tniB"	"tniB"
"1371_tnpA_AF232004.3"	"transposase"	"tnpA"
"1700_tnpA_HF545435.1"	"transposase"	"tnpA"
"1874_tnpA_JX843238.1"	"transposase"	"tnpA"
"39_rep7_16_repD_AY939911"	"plasmid"	"rep7"
"453_tnpA1B1-IS1068_LT599053.1"	"transposase"	"tnpA1B1-IS1068"
"764_int2_LN614756.1"	"integrase"	"int2"
"1670_IS91_CP000034.1"	"insertion_element_IS91"	"IS91"
"1779_tnpA_KR066794.1"	"transposase"	"tnpA"
"1977_tniB_JNFD01000038.1"	"tniB"	"tniB"
"2429_tniA_KM877517.1"	"tniA"	"tniA"
"1272_IS91_CP002028.1"	"insertion_element_IS91"	"IS91"
"1446_tniA_CCES01000002.1"	"tniA"	"tniA"
"1805_int3_FN434113.1"	"integrase"	"int3"
"494_tnpA_HE616910.2"	"transposase"	"tnpA"
"566_IS91_LRKB01000150.1"	"insertion_element_IS91"	"IS91"
"1581_tnpA_CU459003.1"	"transposase"	"tnpA"
"1950_IS91_HE970764.1"	"insertion_element_IS91"	"IS91"
"2076_tnpA27_HG918041.1"	"transposase"	"tnpA27"
"2757_tnpA_ISSod33_AE014300.1"	"transposase"	"tnpA"
"531_IS91_LGNE01000133.1"	"insertion_element_IS91"	"IS91"
"639_tnpA_JF785549.1"	"transposase"	"tnpA"
"64_rep13_2_CDS39(pSSP1)_AP008935"	"plasmid"	"rep13"
"666_IS91_LRLU01000254.1"	"insertion_element_IS91"	"IS91"
"967_tnpA_CAGD01000002.1"	"transposase"	"tnpA"
"994_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"13_rep4_1_CDS2(pCRL291.1)_NC002799"	"plasmid"	"rep4"
"777_tnpA-5_AJ877225.1"	"transposase"	"tnpA-5"
"2442_tnpA_12_KU665641.1"	"transposase"	"tnpA"
"303_IS91_CP001383.1"	"insertion_element_IS91"	"IS91"
"488_IS91_LRMA01000117.1"	"insertion_element_IS91"	"IS91"
"1168_tnpA_HE858529.1"	"transposase"	"tnpA"
"2309_tnpAN_CP003376.1"	"transposase"	"tnpAN"
"2479_istB1_LK391695.1"	"istB1"	"istB1"
"2522_tnpA_KX029332.1"	"transposase"	"tnpA"
"402_tnpA_CP002474.1"	"transposase"	"tnpA"
"696_IS91_AF074613.1"	"insertion_element_IS91"	"IS91"
"37_rep7_14_rep(MSSA476)_BX571857.1"	"plasmid"	"rep7"
"857_IS91_CP007448.1"	"insertion_element_IS91"	"IS91"
"865_IS91_FN649418.1"	"insertion_element_IS91"	"IS91"
"139_repUS17__rep(pKKS825)_FN377602.2"	"plasmid"	"repUS17"
"2693_IS91_MPUO01000145.1"	"insertion_element_IS91"	"IS91"
"472_IS91_FN822745.1"	"insertion_element_IS91"	"IS91"
"1305_istB_EF107516.1"	"istB"	"istB"
"1571_IS91_AZMI01000001.1"	"insertion_element_IS91"	"IS91"
"361_tniB_KF056330.2"	"tniB"	"tniB"
"902_IS91_MLPZ01000009.1"	"insertion_element_IS91"	"IS91"
"14_rep4_2_CDS3(pKC5b)_AF378372"	"plasmid"	"rep4"
"1777_tnpA_AH009976.2"	"transposase"	"tnpA"
"201_IncFIB(pCTU1)_1_pCTU1_FN543094"	"plasmid"	"IncFIB(pCTU1)"
"2426_istA_CP002879.1"	"istA"	"istA"
"193_IncP(6)_1__JF785550"	"plasmid"	"IncP(6)"
"2081_tnpA_JX077110.1"	"transposase"	"tnpA"
"2134_IS91_CP003917.1"	"insertion_element_IS91"	"IS91"
"2274_tnpA_CP013672.1"	"transposase"	"tnpA"
"2372_tnpA_JX077110.1"	"transposase"	"tnpA"
"325_IS91_LYDO01000032.1"	"insertion_element_IS91"	"IS91"
"679_tnpA1_AF550679.1"	"transposase"	"tnpA1"
"728_tnpA_HE858529.1"	"transposase"	"tnpA"
"844_istB_KU254577.1"	"istB"	"istB"
"2602_tnpA_CU459003.1"	"transposase"	"tnpA"
"2281_istB_AM261760.1"	"istB"	"istB"
"2509_tnpA_GU371926.1"	"transposase"	"tnpA"
"2638_istB_JX194160.1"	"istB"	"istB"
"134_repUS12__rep(pUB110)_AF181950"	"plasmid"	"repUS12"
"1112_qacEdelta_AF261825.2"	"qacEdelta"	"qacEdelta"
"1316_tnpA_KF295828.1"	"transposase"	"tnpA"
"1979_tnpA_JX077110.1"	"transposase"	"tnpA"
"1610_int3_HE616890.1"	"integrase"	"int3"
"1835_tnpA_AY365053.1"	"transposase"	"tnpA"
"2029_tnpA_CYEF01000005.1"	"transposase"	"tnpA"
"384_istB_CYCT01000079.1"	"istB"	"istB"
"927_tnpA_CP009435.1"	"transposase"	"tnpA"
"433_IS91_LRLR01000164.1"	"insertion_element_IS91"	"IS91"
"320_tnpA_AJ534881.1"	"transposase"	"tnpA"
"936_tnpA_KC609323.1"	"transposase"	"tnpA"
"1506_tnpA_KX118608.1"	"transposase"	"tnpA"
"2390_IS91_CWZN01000206.1"	"insertion_element_IS91"	"IS91"
"626_int2_KF719972.1"	"integrase"	"int2"
"1348_istB_AB270530.1"	"istB"	"istB"
"2229_tnpA_KR780671.1"	"transposase"	"tnpA"
"68_rep14_1_CDS2(pEFNP1)_AB038522"	"plasmid"	"rep14"
"673_tnpA-ab_EU250284.1"	"transposase"	"tnpA-ab"
"169_IncY_1__K02380"	"plasmid"	"IncY"
"278_tnpA_AB304081.1"	"transposase"	"tnpA"
"761_IS91_LRLP01000112.1"	"insertion_element_IS91"	"IS91"
"1836_IS91_CXHA01000390.1"	"insertion_element_IS91"	"IS91"
"1196_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"2525_tnpA_CP010516.1"	"transposase"	"tnpA"
"405_tnpA_ISSod6_AE014300.1"	"transposase"	"tnpA"
"1440_istB_KU130294.1"	"istB"	"istB"
"1938_IS91_MODU01000004.1"	"insertion_element_IS91"	"IS91"
"38_rep7_15_rep(pS0385-2)_AM990994.1"	"plasmid"	"rep7"
"1338_tnpA_10_CQHS01000038.1"	"transposase"	"tnpA"
"708_IS91_MJHW01000008.1"	"insertion_element_IS91"	"IS91"
"1524_tnpA_JN849689.1"	"transposase"	"tnpA"
"232_pESA2_1__CP000784"	"plasmid"	"pESA2"
"2496_tnpA_CP001846.1"	"transposase"	"tnpA"
"40_Rep7_17_repC(pS0385-1)_AM990993.1"	"plasmid"	"Rep7"
"680_IS91_CXBJ01000306.1"	"insertion_element_IS91"	"IS91"
"162_IncT_1__AP004237"	"plasmid"	"IncT"
"1641_tnpA9_HG916826.1"	"transposase"	"tnpA9"
"210_IncFII(pECLA)_1_pECLA_CP001919"	"plasmid"	"IncFII(pECLA)"
"2616_IS91_LRLA01000044.1"	"insertion_element_IS91"	"IS91"
"72_rep16_1_CDS8(pSAS)_BX571858"	"plasmid"	"rep16"
"73_rep16_2_CDS6(pSJH101)_CP000737"	"plasmid"	"rep16"
"74_rep16_3_rep(Saa6159)_CP002115.1"	"plasmid"	"rep16"
"75_rep16_4_unknown(SAP056A)_GQ900478.1"	"plasmid"	"rep16"
"76_rep16_5_unknown(pWBG759)_GQ900401.1"	"plasmid"	"rep16"
"776_tniA_L29404.2"	"tniA"	"tniA"
"77_rep16_6_unknown(SAP071A)_GQ900485.1"	"plasmid"	"rep16"
"78_rep16_7_rep(pBORa53)_AY917098.1"	"plasmid"	"rep16"
"188_IncFIB(pQil)_1_pQil_JN233705"	"plasmid"	"IncFIB(pQil)"
"191_IncL/M(pMU407)_1_pMU407_U27345"	"plasmid"	"IncL/M(pMU407)"
"1871_tnpA_CP006582.1"	"transposase"	"tnpA"
"554_tnpAcp1_FJ187822.1"	"transposase"	"tnpAcp1"
"931_tnpA_GQ258057.1"	"transposase"	"tnpA"
"2159_IS91_CP002017.1"	"insertion_element_IS91"	"IS91"
"1220_IS91_FM954972.2"	"insertion_element_IS91"	"IS91"
"2191_tnpA_AEEO01000051.1"	"transposase"	"tnpA"
"2226_tnpA_AP013353.1"	"transposase"	"tnpA"
"420_tnpA_AP013353.1"	"transposase"	"tnpA"
"385_tniB_CP001856.1"	"tniB"	"tniB"
"655_tnpA_DQ393661.1"	"transposase"	"tnpA"
"715_tniB_EU591509.1"	"tniB"	"tniB"
"1555_tnpA_AJ849659.1"	"transposase"	"tnpA"
"2067_IS26_KF056330.2"	"IS26"	"IS26"
"1160_tnpA_ISSod36_AE014300.1"	"transposase"	"tnpA"
"23_rep6_1_repA(p703/5)_AF109375"	"plasmid"	"rep6"
"226_pXuzhou21_1__CP001927"	"plasmid"	"pXuzhou21"
"2306_tnpA_AE014299.2"	"transposase"	"tnpA"
"283_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"999_tnpA_rve_CEGG01000033.1"	"transposase"	"tnpA"
"110_rep21_8_rep(SAP071A)_GQ900485.1"	"plasmid"	"rep21"
"115_rep21_13_rep(SAP101A)_GQ900495.1"	"plasmid"	"rep21"
"2526_tnpA_EU402605.1"	"transposase"	"tnpA"
"670_istA_CBVQ010000196.1"	"istA"	"istA"
"982_tnpA_JX296013.1"	"transposase"	"tnpA"
"1596_IS91_LRKD01000119.1"	"insertion_element_IS91"	"IS91"
"1656_IS91_FN545151.1"	"insertion_element_IS91"	"IS91"
"624_tnpA_CP003901.1"	"transposase"	"tnpA"
"698_tnpA_AJ311891.3"	"transposase"	"tnpA"
"224_IncX4_2__FN543504"	"plasmid"	"IncX4"
"1302_tniA_CP008706.1"	"tniA"	"tniA"
"1804_int2_AF135182.4"	"integrase"	"int2"
"2278_istB_AB270530.1"	"istB"	"istB"
"2423_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"1994_tnpA_AE014299.2"	"transposase"	"tnpA"
"1011_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
